
========== Header ==========
Header: ['page_id', 'ad_id', 'ad_creation_time', 'bylines', 'currency', 'delivery_by_region', 'demographic_distribution', 'estimated_audience_size', 'estimated_impressions', 'estimated_spend', 'publisher_platforms', 'illuminating_scored_message', 'illuminating_mentions', 'scam_illuminating', 'election_integrity_Truth_illuminating', 'advocacy_msg_type_illuminating', 'issue_msg_type_illuminating', 'attack_msg_type_illuminating', 'image_msg_type_illuminating', 'cta_msg_type_illuminating', 'engagement_cta_subtype_illuminating', 'fundraising_cta_subtype_illuminating', 'voting_cta_subtype_illuminating', 'covid_topic_illuminating', 'economy_topic_illuminating', 'education_topic_illuminating', 'environment_topic_illuminating', 'foreign_policy_topic_illuminating', 'governance_topic_illuminating', 'health_topic_illuminating', 'immigration_topic_illuminating', 'lgbtq_issues_topic_illuminating', 'military_topic_illuminating', 'race_and_ethnicity_topic_illuminating', 'safety_topic_illuminating', 'social_and_cultural_topic_illuminating', 'technology_and_privacy_topic_illuminating', 'womens_issue_topic_illuminating', 'incivility_illuminating', 'freefair_illuminating', 'fraud_illuminating']


========== Descriptive Statistics for Entire Dataset ==========
|                                           | Mean      | Min   | Max       |   Unique | Most Frequent                                                    |   Freq Cnt |
| environment_topic_illuminating            | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| foreign_policy_topic_illuminating         | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| governance_topic_illuminating             | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| health_topic_illuminating                 | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| immigration_topic_illuminating            | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| lgbtq_issues_topic_illuminating           | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| military_topic_illuminating               | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| race_and_ethnicity_topic_illuminating     | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| safety_topic_illuminating                 | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| social_and_cultural_topic_illuminating    | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| technology_and_privacy_topic_illuminating | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| womens_issue_topic_illuminating           | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| incivility_illuminating                   | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| freefair_illuminating                     | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |
| fraud_illuminating                        | 0.0    | 0.0    | 0.0    |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          2 |


Group: page_id=00157b7e28846e0510e1d265c5ea72fea289d9a3e31a91bb3ed242d8b17f4cd8
|                                           | Mean     | Min    | Max     |   Unique | Most Frequent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |   Freq Cnt |
|-------------------------------------------|----------|--------|---------|----------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------------|
| page_id                                   | -        | -      | -       |        1 | 00157b7e28846e0510e1d265c5ea72fea289d9a3e31a91bb3ed242d8b17f4cd8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |          3 |
| ad_id                                     | -        | -      | -       |        3 | 715ec14d254bf4e5b576e257e96f77967ef5c27604238eb4eac34d2f8467a10c                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |          1 |
| ad_creation_time                          | -        | -      | -       |        3 | 2024-07-29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |          1 |
| bylines                                   | -        | -      | -       |        1 | Teran for Congress                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |          3 |
| currency                                  | -        | -      | -       |        1 | USD                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |          3 |
| delivery_by_region                        | -        | -      | -       |        3 | {'Arizona': {'spend': 1248, 'impressions': 27496}}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |          1 |
| demographic_distribution                  | -        | -      | -       |        3 | {'unknown_18-24': {'spend': 0, 'impressions': 14}, 'male_18-24': {'spend': 37, 'impressions': 825}, 'unknown_65+': {'spend': 0, 'impressions': 8}, 'female_18-24': {'spend': 60, 'impressions': 1323}, 'unknown_35-44': {'spend': 2, 'impressions': 47}, 'unknown_25-34': {'spend': 2, 'impressions': 61}, 'female_45-54': {'spend': 132, 'impressions': 2925}, 'female_35-44': {'spend': 187, 'impressions': 4128}, 'male_35-44': {'spend': 125, 'impressions': 2756}, 'unknown_45-54': {'spend': 0, 'impressions': 21}, 'female_55-64': {'spend': 83, 'impressions': 1846}, 'male_25-34': {'spend': 149, 'impressions': 3297}, 'male_45-54': {'spend': 79, 'impressions': 1745}, 'female_25-34': {'spend': 248, 'impressions': 5471}, 'male_65+': {'spend': 27, 'impressions': 603}, 'female_65+': {'spend': 54, 'impressions': 1190}, 'male_55-64': {'spend': 55, 'impressions': 1216}, 'unknown_55-64': {'spend': 0, 'impressions': 14}} |          1 |
| estimated_audience_size                   | 12683.33 | 550.0  | 30000.0 |        3 | 30000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          1 |
| estimated_impressions                     | 32999.0  | 6499.0 | 64999.0 |        3 | 27499                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |          1 |
| estimated_spend                           | 1415.67  | 249.0  | 2749.0  |        3 | 1249                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |          1 |
| publisher_platforms                       | -        | -      | -       |        1 | ['facebook', 'instagram']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |          3 |
| illuminating_scored_message               | -        | -      | -       |        1 | cf232dfa44a39fc1360cb02a3699c4be4e4be3ca7a131f96e0bd1c22f29f7333                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |          3 |
| illuminating_mentions                     | -        | -      | -       |        1 | ['Kamala Harris']                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |          3 |
| scam_illuminating                         | 0.0      | 0.0    | 0.0     |        1 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |          3 |
