
========== Header ==========

Header: ['id', 'url', 'source', 'retweetCount', 'replyCount', 'likeCount', 'quoteCount', 'viewCount', 'createdAt', 'lang', 'bookmarkCount', 'isReply', 'isRetweet', 'isQuote', 'isConversationControlled', 'quoteId', 'inReplyToId', 'month_year', 'illuminating_scored_message', 'election_integrity_Truth_illuminating', 'advocacy_msg_type_illuminating', 'issue_msg_type_illuminating', 'attack_msg_type_illuminating', 'image_msg_type_illuminating', 'cta_msg_type_illuminating', 'engagement_cta_subtype_illuminating', 'fundraising_cta_subtype_illuminating', 'voting_cta_subtype_illuminating', 'covid_topic_illuminating', 'economy_topic_illuminating', 'education_topic_illuminating', 'environment_topic_illuminating', 'foreign_policy_topic_illuminating', 'governance_topic_illuminating', 'health_topic_illuminating', 'immigration_topic_illuminating', 'lgbtq_issues_topic_illuminating', 'military_topic_illuminating', 'race_and_ethnicity_topic_illuminating', 'safety_topic_illuminating', 'social_and_cultural_topic_illuminating', 'technology_and_privacy_topic_illuminating', 'womens_issue_topic_illuminating', 'incivility_illuminating', 'scam_illuminating', 'freefair_illuminating', 'fraud_illuminating']


========== Descriptive Statistics for Entire Dataset ==========

|                                           | Mean                   | Min                   | Max                    |   Unique | Most Frequent                                                    |   Freq Cnt |
| inReplyToId                               | -         | -      | -          |        0 | -                                                                | -          |
| month_year                                | -         | -      | -          |       14 | 2023-12                                                          | 23         |
| illuminating_scored_message               | -         | -      | -          |      103 | 8802a0ed591ab28aaae38436b1ce398fef2bb47fbd596100f1fc1e686db57dc9 | 1          |
| election_integrity_Truth_illuminating     | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| advocacy_msg_type_illuminating            | 0.05      | 0.0    | 1.0        |        2 | 0.0                                                              | 95         |
| issue_msg_type_illuminating               | 0.03      | 0.0    | 1.0        |        2 | 0.0                                                              | 97         |
| attack_msg_type_illuminating              | 0.02      | 0.0    | 1.0        |        2 | 0.0                                                              | 98         |
| image_msg_type_illuminating               | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| cta_msg_type_illuminating                 | 0.2       | 0.0    | 1.0        |        2 | 0.0                                                              | 80         |
| engagement_cta_subtype_illuminating       | 0.2       | 0.0    | 1.0        |        2 | 0.0                                                              | 80         |
| fundraising_cta_subtype_illuminating      | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| voting_cta_subtype_illuminating           | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| covid_topic_illuminating                  | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| economy_topic_illuminating                | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| education_topic_illuminating              | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| environment_topic_illuminating            | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| foreign_policy_topic_illuminating         | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| governance_topic_illuminating             | 0.01      | 0.0    | 1.0        |        2 | 0.0                                                              | 99         |
| health_topic_illuminating                 | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| immigration_topic_illuminating            | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| lgbtq_issues_topic_illuminating           | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| military_topic_illuminating               | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| race_and_ethnicity_topic_illuminating     | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| safety_topic_illuminating                 | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| social_and_cultural_topic_illuminating    | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| technology_and_privacy_topic_illuminating | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| womens_issue_topic_illuminating           | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| incivility_illuminating                   | 0.01      | 0.0    | 1.0        |        2 | 0.0                                                              | 99         |
| scam_illuminating                         | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 100        |
| freefair_illuminating                     | 0.0       | 0.0    | 0.0        |        1 | 0                                                                | 103        |
| fraud_illuminating                        | 0.0       | 0.0    | 0.0        |        1 | 0                                                                | 103        |


Group: ('Sprout Social',) (Count: 2933)
|                                           | Mean                   | Min                    | Max                   |   Unique | Most Frequent                                                    | Freq Cnt   |
|-------------------------------------------|------------------------|------------------------|-----------------------|----------|------------------------------------------------------------------|------------|
| id                                        | -                      | -                      | -                     |     2933 | 40aabe6d8af3bd431d05d0f800e0300f207671e15d0d0e22cd8eca6b8467db31 | 1          |
| url                                       | -                      | -                      | -                     |     2933 | 10f9d33c49ec9da1eeff3242fcf5a9e9c04008d5729c33f486a50571e69b7f7a | 1          |
| source                                    | -                      | -                      | -                     |        1 | Sprout Social                                                    | 2933       |
| retweetCount                              | 3524.79                | 13.0                   | 80331.0               |     2311 | 122                                                              | 7          |
| replyCount                                | 5186.27                | 12.0                   | 60598.0               |     2562 | 955                                                              | 4          |
| likeCount                                 | 18173.41               | 60.0                   | 423537.0              |     2802 | 5441                                                             | 3          |
| quoteCount                                | 426.12                 | 0.0                    | 17200.0               |      981 | 34                                                               | 17         |
| viewCount                                 | 1501097.31             | 2647.0                 | 76522204.0            |     2931 | 186989                                                           | 2          |
| createdAt                                 | -                      | -                      | -                     |     2933 | 2024-11-01 00:10:06                                              | 1          |
| lang                                      | -                      | -                      | -                     |        1 | en                                                               | 2933       |
| bookmarkCount                             | 230.8                  | 0.0                    | 13271.0               |      690 | 1                                                                | 52         |
| isReply                                   | -                      | -                      | -                     |        2 | False                                                            | 2932       |
| isRetweet                                 | -                      | -                      | -                     |        1 | False                                                            | 2933       |
| isQuote                                   | -                      | -                      | -                     |        2 | False                                                            | 2904       |
| isConversationControlled                  | -                      | -                      | -                     |        1 | False                                                            | 2933       |
| quoteId                                   | 1.7786394923406408e+18 | 1.6965043017266388e+18 | 1.851262089936905e+18 |       29 | 1.6965043017266386e+18                                           | 1          |
| inReplyToId                               | -                      | -                      | -                     |        0 | -                                                                | -          |
| month_year                                | -                      | -                      | -                     |       15 | 2024-10                                                          | 316        |
| illuminating_scored_message               | -                      | -                      | -                     |     2930 | 20c5d02c38b92565a4b4ad02b14fdd99f3c970f01401b0dc82facef06a72a449 | 2          |
| election_integrity_Truth_illuminating     | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2680       |
| advocacy_msg_type_illuminating            | 0.68                   | 0.0                    | 1.0                   |        2 | 1.0                                                              | 1892       |
| issue_msg_type_illuminating               | 0.58                   | 0.0                    | 1.0                   |        2 | 1.0                                                              | 1608       |
| attack_msg_type_illuminating              | 0.26                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2039       |
| image_msg_type_illuminating               | 0.16                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2316       |
| cta_msg_type_illuminating                 | 0.11                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2465       |
| engagement_cta_subtype_illuminating       | 0.05                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2634       |
| fundraising_cta_subtype_illuminating      | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2750       |
| voting_cta_subtype_illuminating           | 0.05                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2633       |
| covid_topic_illuminating                  | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2759       |
| economy_topic_illuminating                | 0.24                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2116       |
| education_topic_illuminating              | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2688       |
| environment_topic_illuminating            | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2716       |
| foreign_policy_topic_illuminating         | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2676       |
| governance_topic_illuminating             | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2701       |
| health_topic_illuminating                 | 0.17                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2298       |
| immigration_topic_illuminating            | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2700       |
| lgbtq_issues_topic_illuminating           | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2755       |
| military_topic_illuminating               | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2741       |
| race_and_ethnicity_topic_illuminating     | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2725       |
| safety_topic_illuminating                 | 0.04                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2647       |
| social_and_cultural_topic_illuminating    | 0.16                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2316       |
| technology_and_privacy_topic_illuminating | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2760       |
| womens_issue_topic_illuminating           | 0.11                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2468       |
| incivility_illuminating                   | 0.13                   | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2410       |
| scam_illuminating                         | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              | 2765       |
| freefair_illuminating                     | 0.0                    | 0.0                    | 1.0                   |        2 | 0                                                                | 2926       |
| fraud_illuminating                        | 0.0                    | 0.0                    | 1.0                   |        2 | 0                                                                | 2931       |


Group: ('TweetDeck Web App',) (Count: 7)
|                                           | Mean      | Min     | Max       |   Unique | Most Frequent                                                    | Freq Cnt   |
|-------------------------------------------|-----------|---------|-----------|----------|------------------------------------------------------------------|------------|
| id                                        | -         | -       | -         |        7 | c0ac5af5e9fd681f8f8b985bd3321d92298c977fa245cb1ca7ad89ffa3b13873 | 1          |
| url                                       | -         | -       | -         |        7 | a536877270542f4557a15ddd42fa4bba6373597ce754c785b7d88b9cc70f4e9f | 1          |
| source                                    | -         | -       | -         |        1 | TweetDeck Web App                                                | 7          |
| retweetCount                              | 1911.14   | 190.0   | 7599.0    |        7 | 1568                                                             | 1          |
| replyCount                                | 659.29    | 42.0    | 2449.0    |        7 | 730                                                              | 1          |
| likeCount                                 | 10360.43  | 872.0   | 30348.0   |        7 | 12985                                                            | 1          |
| quoteCount                                | 155.57    | 18.0    | 353.0     |        7 | 105                                                              | 1          |
| viewCount                                 | 624732.43 | 56799.0 | 1487402.0 |        7 | 424611                                                           | 1          |
| createdAt                                 | -         | -       | -         |        7 | 2023-11-26 17:37:32                                              | 1          |
| lang                                      | -         | -       | -         |        1 | en                                                               | 7          |
| bookmarkCount                             | 491.43    | 21.0    | 2177.0    |        7 | 77                                                               | 1          |
| isReply                                   | -         | -       | -         |        1 | False                                                            | 7          |
| isRetweet                                 | -         | -       | -         |        1 | False                                                            | 7          |
| isQuote                                   | -         | -       | -         |        1 | False                                                            | 7          |
| isConversationControlled                  | -         | -       | -         |        1 | False                                                            | 7          |
| quoteId                                   | -         | -       | -         |        0 | -                                                                | -          |
| inReplyToId                               | -         | -       | -         |        0 | -                                                                | -          |
| month_year                                | -         | -       | -         |        3 | 2024-06                                                          | 4          |
| illuminating_scored_message               | -         | -       | -         |        7 | aae669864ed9e196ee4e16ed11da9e477163f09caf055078c899da9133bccf2b | 1          |
| election_integrity_Truth_illuminating     | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| advocacy_msg_type_illuminating            | 0.43      | 0.0     | 1.0       |        2 | 0.0                                                              | 4          |
| issue_msg_type_illuminating               | 0.29      | 0.0     | 1.0       |        2 | 0.0                                                              | 5          |
| attack_msg_type_illuminating              | 0.29      | 0.0     | 1.0       |        2 | 0.0                                                              | 5          |
| image_msg_type_illuminating               | 0.43      | 0.0     | 1.0       |        2 | 0.0                                                              | 4          |
| cta_msg_type_illuminating                 | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| engagement_cta_subtype_illuminating       | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| fundraising_cta_subtype_illuminating      | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| voting_cta_subtype_illuminating           | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| covid_topic_illuminating                  | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| economy_topic_illuminating                | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| education_topic_illuminating              | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| environment_topic_illuminating            | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| foreign_policy_topic_illuminating         | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| governance_topic_illuminating             | 0.14      | 0.0     | 1.0       |        2 | 0.0                                                              | 6          |
| health_topic_illuminating                 | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| immigration_topic_illuminating            | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| lgbtq_issues_topic_illuminating           | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| military_topic_illuminating               | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| race_and_ethnicity_topic_illuminating     | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| safety_topic_illuminating                 | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| social_and_cultural_topic_illuminating    | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| technology_and_privacy_topic_illuminating | 0.14      | 0.0     | 1.0       |        2 | 0.0                                                              | 6          |
| womens_issue_topic_illuminating           | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| incivility_illuminating                   | 0.29      | 0.0     | 1.0       |        2 | 0.0                                                              | 5          |
| scam_illuminating                         | 0.0       | 0.0     | 0.0       |        1 | 0.0                                                              | 7          |
| freefair_illuminating                     | 0.0       | 0.0     | 0.0       |        1 | 0                                                                | 7          |
| fraud_illuminating                        | 0.0       | 0.0     | 0.0       |        1 | 0                                                                | 7          |


Group: ('Twitter Media Studio',) (Count: 499)
|                                           | Mean      | Min    | Max        |   Unique | Most Frequent                                                    | Freq Cnt   |
|-------------------------------------------|-----------|--------|------------|----------|------------------------------------------------------------------|------------|
| id                                        | -         | -      | -          |      499 | cb43023a6d71caae9cf924f0e375f105c49970ebc19f72602140abdb2faa1363 | 1          |
| url                                       | -         | -      | -          |      499 | f1c9956059c171be5f7471a0273860b8f5131d0e0bfbb94d8e70e61d3f326311 | 1          |
| source                                    | -         | -      | -          |        1 | Twitter Media Studio                                             | 499        |
| retweetCount                              | 1586.21   | 8.0    | 32636.0    |      425 | 58                                                               | 4          |
| replyCount                                | 1162.29   | 2.0    | 18819.0    |      402 | 10                                                               | 6          |
| likeCount                                 | 7397.89   | 52.0   | 119065.0   |      473 | 833                                                              | 3          |
| quoteCount                                | 142.99    | 0.0    | 6695.0     |      196 | 9                                                                | 19         |
| viewCount                                 | 472523.46 | 8313.0 | 18876894.0 |      499 | 216161                                                           | 1          |
| createdAt                                 | -         | -      | -          |      498 | 2024-08-06 21:26:08                                              | 2          |
| lang                                      | -         | -      | -          |        2 | en                                                               | 498        |
| bookmarkCount                             | 242.74    | 0.0    | 13269.0    |      210 | 1                                                                | 23         |
| isReply                                   | -         | -      | -          |        2 | False                                                            | 497        |
| isRetweet                                 | -         | -      | -          |        1 | False                                                            | 499        |
| isQuote                                   | -         | -      | -          |        1 | False                                                            | 499        |
| isConversationControlled                  | -         | -      | -          |        1 | False                                                            | 499        |
| quoteId                                   | -         | -      | -          |        0 | -                                                                | -          |
| inReplyToId                               | -         | -      | -          |        0 | -                                                                | -          |
| month_year                                | -         | -      | -          |       15 | 2023-09                                                          | 66         |
| illuminating_scored_message               | -         | -      | -          |      499 | 6497ad47bedb6399886e74312e03041c6d74582ddff95af3e2d5a7c5295c4682 | 1          |
| election_integrity_Truth_illuminating     | 0.03      | 0.0    | 1.0        |        2 | 0.0                                                              | 447        |
| advocacy_msg_type_illuminating            | 0.65      | 0.0    | 1.0        |        2 | 1.0                                                              | 297        |
| issue_msg_type_illuminating               | 0.47      | 0.0    | 1.0        |        2 | 0.0                                                              | 242        |
| attack_msg_type_illuminating              | 0.19      | 0.0    | 1.0        |        2 | 0.0                                                              | 374        |
| image_msg_type_illuminating               | 0.18      | 0.0    | 1.0        |        2 | 0.0                                                              | 376        |
| cta_msg_type_illuminating                 | 0.29      | 0.0    | 1.0        |        2 | 0.0                                                              | 324        |
| engagement_cta_subtype_illuminating       | 0.26      | 0.0    | 1.0        |        2 | 0.0                                                              | 338        |
| fundraising_cta_subtype_illuminating      | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 459        |
| voting_cta_subtype_illuminating           | 0.02      | 0.0    | 1.0        |        2 | 0.0                                                              | 452        |
| covid_topic_illuminating                  | 0.0       | 0.0    | 1.0        |        2 | 0.0                                                              | 457        |
| economy_topic_illuminating                | 0.13      | 0.0    | 1.0        |        2 | 0.0                                                              | 401        |
| education_topic_illuminating              | 0.02      | 0.0    | 1.0        |        2 | 0.0                                                              | 451        |
| environment_topic_illuminating            | 0.02      | 0.0    | 1.0        |        2 | 0.0                                                              | 450        |
| foreign_policy_topic_illuminating         | 0.04      | 0.0    | 1.0        |        2 | 0.0                                                              | 441        |
| governance_topic_illuminating             | 0.01      | 0.0    | 1.0        |        2 | 0.0                                                              | 454        |
| health_topic_illuminating                 | 0.07      | 0.0    | 1.0        |        2 | 0.0                                                              | 426        |
| immigration_topic_illuminating            | 0.03      | 0.0    | 1.0        |        2 | 0.0                                                              | 447        |
| lgbtq_issues_topic_illuminating           | 0.0       | 0.0    | 1.0        |        2 | 0.0                                                              | 458        |
| military_topic_illuminating               | 0.01      | 0.0    | 1.0        |        2 | 0.0                                                              | 455        |
| race_and_ethnicity_topic_illuminating     | 0.01      | 0.0    | 1.0        |        2 | 0.0                                                              | 456        |
| safety_topic_illuminating                 | 0.02      | 0.0    | 1.0        |        2 | 0.0                                                              | 448        |
| social_and_cultural_topic_illuminating    | 0.07      | 0.0    | 1.0        |        2 | 0.0                                                              | 429        |
| technology_and_privacy_topic_illuminating | 0.0       | 0.0    | 1.0        |        2 | 0.0                                                              | 457        |
| womens_issue_topic_illuminating           | 0.05      | 0.0    | 1.0        |        2 | 0.0                                                              | 435        |
| incivility_illuminating                   | 0.1       | 0.0    | 1.0        |        2 | 0.0                                                              | 413        |
| scam_illuminating                         | 0.0       | 0.0    | 0.0        |        1 | 0.0                                                              | 459        |
| freefair_illuminating                     | 0.01      | 0.0    | 1.0        |        2 | 0                                                                | 496        |
| fraud_illuminating                        | 0.0       | 0.0    | 1.0        |        2 | 0                                                                | 498        |


Group: ('Twitter Web App',) (Count: 14930)
|                                           | Mean                   | Min                    | Max                   |   Unique | Most Frequent                                                    |   Freq Cnt |
|-------------------------------------------|------------------------|------------------------|-----------------------|----------|------------------------------------------------------------------|------------|
| id                                        | -                      | -                      | -                     |    14930 | 222a3046e0000ae632522ce79df362d67028311da9cfeb2aba4e9d495123e0ed |          1 |
| url                                       | -                      | -                      | -                     |    14930 | 9f6da3a01742bd3f2f82fb57392670c9a3c9b849821e3d9579abc9e696a6d119 |          1 |
| source                                    | -                      | -                      | -                     |        1 | Twitter Web App                                                  |      14930 |
| retweetCount                              | 1317.11                | 0.0                    | 144615.0              |     3587 | 0                                                                |        357 |
| replyCount                                | 719.2                  | 0.0                    | 121270.0              |     2458 | 0                                                                |        245 |
| likeCount                                 | 6669.75                | 0.0                    | 915221.0              |     6935 | 0                                                                |         71 |
| quoteCount                                | 120.05                 | 0.0                    | 123320.0              |      915 | 0                                                                |        849 |
| viewCount                                 | 474031.23              | 5.0                    | 333502775.0           |    14395 | 11                                                               |          4 |
| createdAt                                 | -                      | -                      | -                     |    14720 | 2024-05-28 17:19:24                                              |          4 |
| lang                                      | -                      | -                      | -                     |        8 | en                                                               |      14920 |
| bookmarkCount                             | 154.31                 | 0.0                    | 42693.0               |     1150 | 0                                                                |       1011 |
| isReply                                   | -                      | -                      | -                     |        2 | False                                                            |      13433 |
| isRetweet                                 | -                      | -                      | -                     |        1 | False                                                            |      14930 |
| isQuote                                   | -                      | -                      | -                     |        2 | False                                                            |      13560 |
| isConversationControlled                  | -                      | -                      | -                     |        1 | False                                                            |      14930 |
| quoteId                                   | 1.7823192049814346e+18 | 7.912639390153769e+17  | 1.853110151030432e+18 |     1347 | 1.7731398481085975e+18                                           |          4 |
| inReplyToId                               | 1.7718879486736883e+18 | 1.4787685179944922e+18 | 1.853530653414859e+18 |     1466 | 1.7444996006715807e+18                                           |          6 |
| month_year                                | -                      | -                      | -                     |       15 | 2024-10                                                          |       2930 |
| illuminating_scored_message               | -                      | -                      | -                     |    14859 | 36cb7d55fcf85362ca03f624c2f574f1f55f89db559b17da084df6e643afe5cd |         20 |
| election_integrity_Truth_illuminating     | 0.04                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13674 |
| advocacy_msg_type_illuminating            | 0.58                   | 0.0                    | 1.0                   |        2 | 1.0                                                              |       8220 |
| issue_msg_type_illuminating               | 0.55                   | 0.0                    | 1.0                   |        2 | 1.0                                                              |       7777 |
| attack_msg_type_illuminating              | 0.37                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |       8931 |
| image_msg_type_illuminating               | 0.27                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      10372 |
| cta_msg_type_illuminating                 | 0.1                    | 0.0                    | 1.0                   |        2 | 0.0                                                              |      12753 |
| engagement_cta_subtype_illuminating       | 0.06                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13408 |
| fundraising_cta_subtype_illuminating      | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      14066 |
| voting_cta_subtype_illuminating           | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13993 |
| covid_topic_illuminating                  | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      14068 |
| economy_topic_illuminating                | 0.18                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      11608 |
| education_topic_illuminating              | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13967 |
| environment_topic_illuminating            | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13743 |
| foreign_policy_topic_illuminating         | 0.04                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13658 |
| governance_topic_illuminating             | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13878 |
| health_topic_illuminating                 | 0.05                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13560 |
| immigration_topic_illuminating            | 0.09                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      12928 |
| lgbtq_issues_topic_illuminating           | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              |      14160 |
| military_topic_illuminating               | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      14015 |
| race_and_ethnicity_topic_illuminating     | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13992 |
| safety_topic_illuminating                 | 0.05                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13556 |
| social_and_cultural_topic_illuminating    | 0.04                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13610 |
| technology_and_privacy_topic_illuminating | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              |      14174 |
| womens_issue_topic_illuminating           | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13984 |
| incivility_illuminating                   | 0.22                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      11132 |
| scam_illuminating                         | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |      13965 |
| freefair_illuminating                     | 0.0                    | 0.0                    | 1.0                   |        2 | 0                                                                |      14909 |
| fraud_illuminating                        | 0.0                    | 0.0                    | 1.0                   |        2 | 0                                                                |      14888 |


Group: ('Twitter Web Client',) (Count: 1)
|                                           | Mean    | Min     | Max     |   Unique | Most Frequent                                                    | Freq Cnt   |
|-------------------------------------------|---------|---------|---------|----------|------------------------------------------------------------------|------------|
| id                                        | -       | -       | -       |        1 | e7f7a30f08b7e1f4aae3d31e20543ad57584fe3034a117d42bbd3f578f7ec850 | 1          |
| url                                       | -       | -       | -       |        1 | cc3131317571ee071cc7e0354ca3524e083bd730d883f6d87a4667294eac510f | 1          |
| source                                    | -       | -       | -       |        1 | Twitter Web Client                                               | 1          |
| retweetCount                              | 98.0    | 98.0    | 98.0    |        1 | 98                                                               | 1          |
| replyCount                                | 26.0    | 26.0    | 26.0    |        1 | 26                                                               | 1          |
| likeCount                                 | 340.0   | 340.0   | 340.0   |        1 | 340                                                              | 1          |
| quoteCount                                | 6.0     | 6.0     | 6.0     |        1 | 6                                                                | 1          |
| viewCount                                 | 19547.0 | 19547.0 | 19547.0 |        1 | 19547                                                            | 1          |
| createdAt                                 | -       | -       | -       |        1 | 2024-10-19 18:02:00                                              | 1          |
| lang                                      | -       | -       | -       |        1 | en                                                               | 1          |
| bookmarkCount                             | 6.0     | 6.0     | 6.0     |        1 | 6                                                                | 1          |
| isReply                                   | -       | -       | -       |        1 | False                                                            | 1          |
| isRetweet                                 | -       | -       | -       |        1 | False                                                            | 1          |
| isQuote                                   | -       | -       | -       |        1 | False                                                            | 1          |
| isConversationControlled                  | -       | -       | -       |        1 | False                                                            | 1          |
| quoteId                                   | -       | -       | -       |        0 | -                                                                | -          |
| inReplyToId                               | -       | -       | -       |        0 | -                                                                | -          |
| month_year                                | -       | -       | -       |        1 | 2024-10                                                          | 1          |
| illuminating_scored_message               | -       | -       | -       |        1 | d7f5a917232e8544e8a98c4a572af516fdbb3cd527dbcb8da7560759ae191029 | 1          |
| election_integrity_Truth_illuminating     | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| advocacy_msg_type_illuminating            | 1.0     | 1.0     | 1.0     |        1 | 1.0                                                              | 1          |
| issue_msg_type_illuminating               | 1.0     | 1.0     | 1.0     |        1 | 1.0                                                              | 1          |
| attack_msg_type_illuminating              | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| image_msg_type_illuminating               | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| cta_msg_type_illuminating                 | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| engagement_cta_subtype_illuminating       | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| fundraising_cta_subtype_illuminating      | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| voting_cta_subtype_illuminating           | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| covid_topic_illuminating                  | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| economy_topic_illuminating                | 1.0     | 1.0     | 1.0     |        1 | 1.0                                                              | 1          |
| education_topic_illuminating              | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| environment_topic_illuminating            | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| foreign_policy_topic_illuminating         | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| governance_topic_illuminating             | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| health_topic_illuminating                 | 1.0     | 1.0     | 1.0     |        1 | 1.0                                                              | 1          |
| immigration_topic_illuminating            | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| lgbtq_issues_topic_illuminating           | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
